Reviewer ID,Reviewer Accuracy
z_assessor_2028,1.0
z_assessor_2031,1.0
z_assessor_2040,0.75
z_assessor_2044,0.0
z_assessor_2047,0.75
z_assessor_2048,0.3333333333333333
z_assessor_2060,1.0
z_assessor_2061,0.3333333333333333
z_assessor_2070,1.0
z_assessor_2073,0.5714285714285714
z_assessor_2076,1.0
z_assessor_2088,1.0
z_assessor_2093,0.0
z_assessor_2098,0.5
z_assessor_2102,1.0
z_assessor_2108,0.5555555555555556
z_assessor_2110,0.6666666666666666
z_assessor_2113,0.5
z_assessor_2114,1.0
z_assessor_2118,1.0
z_assessor_2123,0.6363636363636364
z_assessor_2127,1.0
z_assessor_2129,0.8
z_assessor_2133,0.0
z_assessor_2136,0.0
z_assessor_2137,1.0
z_assessor_2138,0.5
z_assessor_2142,0.7
z_assessor_2146,0.6
z_assessor_2148,0.5
z_assessor_2151,1.0
z_assessor_2169,0.5714285714285714
z_assessor_2170,1.0
z_assessor_2174,0.75
z_assessor_2180,0.0
z_assessor_2186,0.3333333333333333
z_assessor_2192,0.7142857142857143
z_assessor_2194,1.0
z_assessor_2207,1.0
z_assessor_2209,1.0
z_assessor_2215,0.6
z_assessor_2216,1.0
z_assessor_2217,0.75
z_assessor_2219,0.6666666666666666
z_assessor_2222,0.6
z_assessor_2228,0.6666666666666666
z_assessor_2232,1.0
z_assessor_2233,0.8888888888888888
z_assessor_2237,0.5
z_assessor_2241,0.0
z_assessor_2245,1.0
z_assessor_2251,1.0
z_assessor_2252,0.6666666666666666
z_assessor_2255,0.75
z_assessor_2256,1.0
z_assessor_2257,0.8571428571428571
z_assessor_2259,0.7586206896551724
z_assessor_2261,0.6666666666666666
z_assessor_2264,0.3333333333333333
z_assessor_2274,0.5
z_assessor_2277,1.0
z_assessor_2280,1.0
z_assessor_2284,0.0
z_assessor_2289,0.0
z_assessor_2290,0.5
z_assessor_2292,0.5833333333333334
z_assessor_2298,0.3333333333333333
z_assessor_2299,0.6111111111111112
z_assessor_2301,0.6666666666666666
z_assessor_2306,0.8333333333333334
z_assessor_2307,0.0
z_assessor_2312,0.5714285714285714
z_assessor_2317,0.5
z_assessor_2318,0.0
z_assessor_2322,0.5
z_assessor_2323,1.0
z_assessor_2324,0.75
z_assessor_2325,1.0
z_assessor_2327,1.0
z_assessor_2328,0.0
z_assessor_2329,0.0
z_assessor_2332,0.6666666666666666
z_assessor_2335,0.6875
z_assessor_2336,0.0
z_assessor_2343,0.5
z_assessor_2348,0.0
z_assessor_2352,0.6363636363636364
z_assessor_2356,1.0
z_assessor_2358,0.625
z_assessor_2359,1.0
z_assessor_2360,1.0
z_assessor_2362,1.0
z_assessor_2365,1.0
z_assessor_2371,0.0
z_assessor_2376,0.5
z_assessor_2377,0.0
z_assessor_2380,1.0
z_assessor_2381,1.0
z_assessor_2384,1.0
z_assessor_2385,1.0
z_assessor_2386,0.0
z_assessor_2394,0.25
z_assessor_2397,0.5
z_assessor_2398,0.0
z_assessor_2403,0.6666666666666666
z_assessor_2404,0.8
z_assessor_2409,0.5
z_assessor_2410,1.0
z_assessor_2419,0.3333333333333333
z_assessor_2436,0.6
z_assessor_2448,1.0
z_assessor_2450,0.0
z_assessor_2458,1.0
z_assessor_2461,0.6428571428571429
z_assessor_2462,0.4
z_assessor_2463,0.6
z_assessor_2464,0.625
z_assessor_2465,0.5
z_assessor_2466,1.0
z_assessor_2468,0.5
z_assessor_2476,1.0
z_assessor_2479,1.0
z_assessor_2482,0.7272727272727273
z_assessor_2483,0.8666666666666667
z_assessor_2489,1.0
z_assessor_2496,0.5
z_assessor_2502,1.0
z_assessor_2503,1.0
z_assessor_2504,0.5
z_assessor_2505,1.0
z_assessor_2513,0.8888888888888888
z_assessor_2517,1.0
z_assessor_2518,1.0
z_assessor_2523,1.0
z_assessor_2525,0.2727272727272727
z_assessor_2534,0.5
z_assessor_2539,1.0
z_assessor_2542,1.0
z_assessor_2544,0.0
z_assessor_2548,1.0
z_assessor_2552,1.0
z_assessor_2553,1.0
z_assessor_2554,0.75
z_assessor_2558,0.0
z_assessor_2564,0.75
z_assessor_2576,1.0
z_assessor_2578,0.8333333333333334
z_assessor_2580,1.0
z_assessor_2585,1.0
z_assessor_2615,0.0
z_assessor_2616,0.75
z_assessor_2618,1.0
z_assessor_2622,0.8333333333333334
z_assessor_2630,1.0
z_assessor_2631,0.8571428571428571
z_assessor_2636,0.7272727272727273
z_assessor_2642,0.0
z_assessor_2643,0.0
z_assessor_2644,1.0
z_assessor_2662,1.0
z_assessor_2663,0.5
z_assessor_2664,0.5
z_assessor_2669,0.75
z_assessor_2670,1.0
z_assessor_2671,1.0
z_assessor_2672,0.5
z_assessor_2675,0.5
z_assessor_2678,0.8
z_assessor_2681,1.0
z_assessor_2684,0.8571428571428571
z_assessor_2687,0.5
z_assessor_2688,0.6666666666666666
z_assessor_2691,1.0
z_assessor_2695,0.6666666666666666
z_assessor_2702,0.6666666666666666
z_assessor_2703,1.0
z_assessor_2704,0.7142857142857143
z_assessor_2711,1.0
z_assessor_2713,0.75
z_assessor_2714,0.42857142857142855
z_assessor_2716,1.0
z_assessor_2718,0.0
z_assessor_2720,1.0
z_assessor_2722,1.0
z_assessor_2729,0.5
z_assessor_2732,1.0
z_assessor_2734,0.75
z_assessor_2735,0.5
z_assessor_2736,0.6666666666666666
z_assessor_2741,0.6666666666666666
z_assessor_2745,0.3333333333333333
z_assessor_2747,1.0
z_assessor_2749,1.0
z_assessor_2751,1.0
z_assessor_2754,0.6
z_assessor_2757,1.0
z_assessor_2759,1.0
z_assessor_2761,0.6666666666666666
z_assessor_2764,1.0
z_assessor_2771,0.8
z_assessor_2775,0.0
z_assessor_2779,1.0
z_assessor_2781,0.3333333333333333
z_assessor_2784,1.0
z_assessor_2786,0.8333333333333334
z_assessor_2787,0.5
z_assessor_2790,1.0
z_assessor_2795,0.42857142857142855
z_assessor_2811,0.8
z_assessor_2814,1.0
z_assessor_2815,1.0
z_assessor_2817,0.45
z_assessor_2822,0.8571428571428571
z_assessor_2823,0.0
z_assessor_2824,0.6470588235294118
z_assessor_2826,0.625
z_assessor_2830,1.0
z_assessor_2831,0.75
z_assessor_2835,0.3333333333333333
z_assessor_2836,0.0
z_assessor_2840,1.0
z_assessor_2845,1.0
z_assessor_2847,0.5
z_assessor_2848,1.0
z_assessor_2855,0.0
z_assessor_2856,0.8181818181818182
z_assessor_2869,0.5
z_assessor_2873,1.0
z_assessor_2878,0.7692307692307693
z_assessor_2879,0.8571428571428571
z_assessor_2883,0.8
z_assessor_2886,0.6666666666666666
z_assessor_2888,1.0
z_assessor_2890,0.7142857142857143
z_assessor_2893,0.5
z_assessor_2895,0.6
z_assessor_2899,0.0
z_assessor_2902,0.75
z_assessor_2906,0.6666666666666666
z_assessor_2907,0.8
z_assessor_2908,0.9166666666666666
z_assessor_2911,0.375
z_assessor_2915,0.75
z_assessor_2916,1.0
z_assessor_2917,1.0
z_assessor_2918,0.0
z_assessor_2919,1.0
z_assessor_2922,0.6666666666666666
z_assessor_2924,0.7142857142857143
z_assessor_2927,1.0
z_assessor_2928,0.0
z_assessor_2929,0.6666666666666666
z_assessor_2930,1.0
z_assessor_2933,1.0
z_assessor_2935,0.6
z_assessor_2936,1.0
z_assessor_2938,0.0
z_assessor_2940,0.625
z_assessor_2941,0.0
z_assessor_2942,0.0
z_assessor_2943,1.0
z_assessor_2945,1.0
z_assessor_2955,1.0
z_assessor_2956,0.6
z_assessor_2957,0.0
z_assessor_2963,0.5
z_assessor_2966,0.0
z_assessor_2967,0.5
z_assessor_2968,1.0
z_assessor_2971,0.75
z_assessor_2972,1.0
z_assessor_2974,0.0
z_assessor_2976,0.5
z_assessor_2979,0.6666666666666666
z_assessor_2980,0.4
z_assessor_2982,0.5
z_assessor_2984,1.0
z_assessor_2985,1.0
z_assessor_2989,0.4
z_assessor_2992,0.3333333333333333
z_assessor_2993,1.0
z_assessor_2996,0.6
z_assessor_2997,0.25
z_assessor_3001,1.0
z_assessor_3004,0.0
z_assessor_3007,1.0
z_assessor_3008,0.7027027027027027
z_assessor_3011,1.0
z_assessor_3013,1.0
z_assessor_3016,0.7857142857142857
z_assessor_3021,0.8571428571428571
z_assessor_3022,1.0
z_assessor_3023,0.6666666666666666
z_assessor_3027,1.0
z_assessor_3031,1.0
z_assessor_3035,1.0
z_assessor_3037,1.0
z_assessor_3045,0.0
z_assessor_3046,0.7
z_assessor_3049,1.0
z_assessor_3052,1.0
z_assessor_3059,1.0
z_assessor_3061,1.0
z_assessor_3063,0.3333333333333333
z_assessor_3065,0.3333333333333333
z_assessor_3067,1.0
z_assessor_3068,0.25
z_assessor_3073,1.0
z_assessor_3078,1.0
z_assessor_3079,1.0
z_assessor_3081,1.0
z_assessor_3082,1.0
z_assessor_3084,0.0
z_assessor_3087,0.5
z_assessor_3088,0.5
z_assessor_3093,1.0
z_assessor_3096,0.75
z_assessor_3105,1.0
z_assessor_3106,0.75
z_assessor_3109,1.0
z_assessor_3119,0.6666666666666666
z_assessor_3123,1.0
z_assessor_3124,0.6666666666666666
z_assessor_3130,1.0
z_assessor_3138,0.625
z_assessor_3140,1.0
z_assessor_3144,0.8
z_assessor_3153,1.0
z_assessor_3156,1.0
z_assessor_3158,1.0
z_assessor_3160,0.5
z_assessor_3161,0.5
z_assessor_3165,0.5
z_assessor_3170,0.6666666666666666
z_assessor_3171,1.0
z_assessor_3173,1.0
z_assessor_3175,1.0
z_assessor_3181,0.0
z_assessor_3182,0.0
z_assessor_3183,0.6666666666666666
z_assessor_3186,0.0
z_assessor_3187,0.75
z_assessor_3188,0.75
z_assessor_3189,1.0
z_assessor_3192,1.0
z_assessor_3193,0.8
z_assessor_3196,1.0
z_assessor_3198,1.0
z_assessor_3202,1.0
z_assessor_3204,1.0
z_assessor_3205,0.5714285714285714
z_assessor_3207,1.0
z_assessor_3213,0.75
z_assessor_3214,1.0
z_assessor_3216,0.7857142857142857
z_assessor_3217,1.0
z_assessor_3223,0.6666666666666666
z_assessor_3224,0.0
z_assessor_3225,0.8
z_assessor_3228,1.0
z_assessor_3230,0.75
z_assessor_3231,0.0
z_assessor_3232,1.0
z_assessor_3233,0.8333333333333334
z_assessor_3235,1.0
z_assessor_3237,0.625
z_assessor_3241,1.0
z_assessor_3243,0.8888888888888888
z_assessor_3244,1.0
z_assessor_3246,1.0
z_assessor_3249,1.0
z_assessor_3250,0.6666666666666666
z_assessor_3252,1.0
z_assessor_3255,0.16666666666666666
z_assessor_3256,1.0
z_assessor_3260,1.0
z_assessor_3262,1.0
z_assessor_3264,1.0
z_assessor_3265,0.8
z_assessor_3270,0.8333333333333334
z_assessor_3273,1.0
z_assessor_3279,0.75
z_assessor_3281,0.5714285714285714
z_assessor_3284,1.0
z_assessor_3287,0.5
z_assessor_3289,1.0
z_assessor_3296,0.5
z_assessor_3308,0.0
z_assessor_3312,0.6
z_assessor_3314,1.0
z_assessor_3319,0.5
z_assessor_3320,0.5
z_assessor_3321,0.5
z_assessor_3325,0.5
z_assessor_3329,1.0
z_assessor_3338,0.5
z_assessor_3344,1.0
z_assessor_3352,1.0
z_assessor_3353,0.8
z_assessor_3356,1.0
z_assessor_3357,0.0
z_assessor_3361,1.0
z_assessor_3362,0.6666666666666666
z_assessor_3365,0.0
z_assessor_3367,0.0
z_assessor_3368,1.0
z_assessor_3371,1.0
z_assessor_3376,1.0
z_assessor_3378,0.6666666666666666
z_assessor_3395,1.0
z_assessor_3399,1.0
z_assessor_3401,0.3333333333333333
z_assessor_3402,1.0
z_assessor_3405,0.0
z_assessor_3406,1.0
z_assessor_3408,0.5555555555555556
z_assessor_3411,0.5
z_assessor_3420,0.5
z_assessor_3422,1.0
z_assessor_3425,1.0
z_assessor_3426,1.0
z_assessor_3434,1.0
z_assessor_3438,0.8461538461538461
z_assessor_3445,0.75
z_assessor_3449,0.875
z_assessor_3454,1.0
z_assessor_3470,0.6666666666666666
z_assessor_3472,0.4444444444444444
z_assessor_3473,1.0
z_assessor_3487,1.0
z_assessor_3489,1.0
z_assessor_3490,0.0
z_assessor_3491,1.0
z_assessor_3494,1.0
z_assessor_3495,1.0
z_assessor_3497,0.4
z_assessor_3514,0.5
z_assessor_3521,0.8235294117647058
z_assessor_3528,1.0
z_assessor_3553,1.0
z_assessor_3555,1.0
z_assessor_3582,1.0
z_assessor_3616,0.5
z_assessor_3617,0.8333333333333334
z_assessor_3619,1.0
z_assessor_3623,1.0
z_assessor_3624,1.0
z_assessor_3648,1.0
z_assessor_3650,0.75
z_assessor_3691,1.0
z_assessor_3696,1.0
z_assessor_3702,0.5714285714285714
z_assessor_3717,1.0
z_assessor_3727,0.0
z_assessor_3742,0.0
z_assessor_3750,0.5
z_assessor_3759,1.0
z_assessor_3762,1.0
z_assessor_3764,1.0
z_assessor_3768,0.0
z_assessor_3773,0.0
z_assessor_3777,1.0
z_assessor_3787,1.0
z_assessor_3793,1.0
z_assessor_3800,0.0
z_assessor_3803,0.0
z_assessor_3813,1.0
z_assessor_3820,1.0
z_assessor_3833,0.9166666666666666
z_assessor_3840,1.0
z_assessor_3844,1.0
z_assessor_3848,0.0
z_assessor_3865,0.0
z_assessor_3870,0.8823529411764706
z_assessor_3872,0.6666666666666666
z_assessor_3878,1.0
z_assessor_3879,0.0
z_assessor_3891,0.0
z_assessor_3899,1.0
z_assessor_3900,1.0
z_assessor_3902,1.0
z_assessor_3906,1.0
z_assessor_3915,0.5
z_assessor_3930,0.0
z_assessor_3950,0.0
z_assessor_3988,0.6666666666666666
z_assessor_3989,1.0
z_assessor_3994,1.0
z_assessor_3996,1.0
z_assessor_3998,0.0
z_assessor_4001,1.0
z_assessor_4009,1.0
z_assessor_4010,1.0
z_assessor_4025,1.0
z_assessor_4045,0.5
z_assessor_4055,0.5
z_assessor_4056,1.0
z_assessor_4060,0.5
z_assessor_4061,1.0
z_assessor_4072,0.2857142857142857
z_assessor_4073,1.0
z_assessor_4075,0.5
z_assessor_4076,0.3333333333333333
z_assessor_4079,1.0
z_assessor_4083,0.0
z_assessor_4091,1.0
z_assessor_4093,1.0
z_assessor_4096,1.0
z_assessor_4097,1.0
z_assessor_4098,0.6666666666666666
z_assessor_4099,0.75
z_assessor_4100,0.6
z_assessor_4101,0.6
z_assessor_4102,1.0
z_assessor_4103,0.0
z_assessor_4104,0.5
z_assessor_4105,1.0
z_assessor_4106,0.3333333333333333
z_assessor_4108,0.5
z_assessor_4109,0.0
z_assessor_4112,1.0
z_assessor_4113,1.0
z_assessor_4118,1.0
z_assessor_4129,1.0
